908156	-0.802199
910935	-0.584016
1331040	-0.278277
906836	-0.050631
907273	0.032785
1330947	0.123326
908148	0.328101
907323	0.432329
1331032	0.44545
1327769	0.551508
910947	0.556843
946358	0.759572
907270	0.954816
909701	1.028227
949158	1.082356
906856	1.214361
905971	1.375821
909785	1.485704
909722	1.489258
722046	1.504241
908451	1.561235
905964	1.562071
753563	1.642012
924111	1.642836
910934	1.675686
909698	1.691771
907795	1.757955
905965	1.786094
906765	1.82034
910546	1.858421
908141	1.874995
908147	1.928842
910710	1.958652
910544	2.021339
753618	2.04863
906834	2.049458
907787	2.065703
908476	2.086758
910919	2.125398
910705	2.154868
1290813	2.163444
907299	2.166501
910924	2.168003
906804	2.22328
1322224	2.224149
1331036	2.235866
908158	2.257868
910916	2.27737
1331048	2.341289
1240187	2.35101
1240154	2.370231
907042	2.378293
909777	2.386273
910688	2.400252
687563	2.420816
753548	2.435038
906800	2.436119
907043	2.438243
1240123	2.445155
905936	2.461866
907790	2.469496
910942	2.473252
924100	2.478859
1327771	2.500048
688025	2.539319
1303897	2.550261
1330933	2.550932
907312	2.551171
753539	2.560749
906844	2.571143
724868	2.576445
909718	2.589523
924238	2.628946
909703	2.635983
906831	2.655478
924106	2.657877
1330987	2.659087
908446	2.6644
907276	2.701178
1503367	2.731527
1331049	2.747068
753620	2.769727
909759	2.771393
905937	2.774022
906875	2.791772
925340	2.796102
908454	2.800577
949171	2.843994
907277	2.845723
910079	2.856666
1659928	2.883979
684059	2.886425
908159	2.894876
1660034	2.896717
1240149	2.90129
910554	2.903946
906855	2.904205
949161	2.910484
1330983	2.913431
910549	2.924891
905958	2.952354
909702	2.998949
907783	3.000414
910951	3.005044
905938	3.006593
910910	3.027332
907298	3.07335
1674021	3.07391
949153	3.093972
907047	3.100442
924107	3.115194
907320	3.143091
909708	3.157679
908132	3.162204
1660036	3.166181
949178	3.177966
949155	3.182488
909257	3.188337
1240142	3.189174
909252	3.19545
907788	3.197288
906852	3.203825
905939	3.208651
1330995	3.212511
907073	3.216501
905974	3.218004
1240222	3.235128
1480371	3.237401
907317	3.246926
909731	3.253336
1327774	3.265008
687562	3.266237
1240145	3.268914
906873	3.277863
905950	3.282776
907319	3.313014
687452	3.313258
910922	3.317243
1240140	3.321653
1331033	3.323878
925338	3.326583
949177	3.334074
909255	3.334211
687995	3.34438
687561	3.362543
753614	3.367809
949156	3.369415
1331037	3.378583
1240186	3.384323
909770	3.387617
688031	3.389342
908139	3.395521
906870	3.39879
907055	3.411768
910927	3.439888
905968	3.463895
1290908	3.506925
1290806	3.60425
906837	3.613968
